,Path,Width,Height,Pixels
56,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-16.tif,223,300,66900
57,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-15.tif,223,300,66900
58,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-26.tif,223,300,66900
59,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-10-07.tif,223,300,66900
60,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-14.tif,223,300,66900
61,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-23.tif,223,300,66900
62,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-19.tif,223,300,66900
63,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-08.tif,223,300,66900
64,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-23.tif,223,300,66900
65,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-04.tif,223,300,66900
66,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-17.tif,223,300,66900
67,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-06.tif,223,300,66900
68,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-10-05.tif,223,300,66900
69,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-18.tif,223,300,66900
70,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-20.tif,223,300,66900
71,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-21.tif,223,300,66900
72,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-29.tif,223,300,66900
73,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-20.tif,223,300,66900
74,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-27.tif,223,300,66900
75,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-26.tif,223,300,66900
76,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-15.tif,223,300,66900
77,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-10-08.tif,223,300,66900
78,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-09.tif,223,300,66900
79,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-10-04.tif,223,300,66900
80,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-31.tif,223,300,66900
81,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-30.tif,223,300,66900
82,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-07.tif,223,300,66900
83,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-12.tif,223,300,66900
84,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-18.tif,223,300,66900
85,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-30.tif,223,300,66900
86,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-31.tif,223,300,66900
87,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-13.tif,223,300,66900
88,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-04.tif,223,300,66900
89,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-27.tif,223,300,66900
90,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-02.tif,223,300,66900
91,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-09-11.tif,223,300,66900
92,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-07-19.tif,223,300,66900
93,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889697/2018-08-15.tif,223,300,66900
94,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-13.tif,230,297,68310
95,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-14.tif,230,297,68310
96,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-14.tif,230,297,68310
97,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-01.tif,230,297,68310
98,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-22.tif,230,297,68310
99,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-23.tif,230,297,68310
100,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-26.tif,230,297,68310
101,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-11.tif,230,297,68310
102,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-19.tif,230,297,68310
103,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-24.tif,230,297,68310
104,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-27.tif,230,297,68310
105,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-30.tif,230,297,68310
106,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-22.tif,230,297,68310
107,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-20.tif,230,297,68310
108,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-26.tif,230,297,68310
109,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-05.tif,230,297,68310
110,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-15.tif,230,297,68310
111,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-06.tif,230,297,68310
112,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-04.tif,230,297,68310
113,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-09.tif,230,297,68310
114,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-02.tif,230,297,68310
115,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-23.tif,230,297,68310
116,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-10.tif,230,297,68310
117,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-23.tif,230,297,68310
118,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-13.tif,230,297,68310
119,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-03.tif,230,297,68310
120,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-16.tif,230,297,68310
121,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-20.tif,230,297,68310
122,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-11.tif,230,297,68310
123,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-17.tif,230,297,68310
124,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-16.tif,230,297,68310
125,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-19.tif,230,297,68310
126,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-04.tif,230,297,68310
127,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-22.tif,230,297,68310
128,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-14.tif,230,297,68310
129,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-25.tif,230,297,68310
130,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-31.tif,230,297,68310
131,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-27.tif,230,297,68310
132,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-09.tif,230,297,68310
133,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-24.tif,230,297,68310
134,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-07.tif,230,297,68310
135,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-10.tif,230,297,68310
136,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-05.tif,230,297,68310
137,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-18.tif,230,297,68310
138,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-21.tif,230,297,68310
139,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-12.tif,230,297,68310
140,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-17.tif,230,297,68310
141,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-18.tif,230,297,68310
142,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-03.tif,230,297,68310
143,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-28.tif,230,297,68310
144,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-19.tif,230,297,68310
145,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-18.tif,230,297,68310
146,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-30.tif,230,297,68310
147,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-20.tif,230,297,68310
148,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-15.tif,230,297,68310
149,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-29.tif,230,297,68310
150,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-28.tif,230,297,68310
151,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-01.tif,230,297,68310
152,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-07.tif,230,297,68310
153,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-24.tif,230,297,68310
154,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-12.tif,230,297,68310
155,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-21.tif,230,297,68310
156,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-15.tif,230,297,68310
157,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-21.tif,230,297,68310
158,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-02.tif,230,297,68310
159,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-29.tif,230,297,68310
160,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-17.tif,230,297,68310
161,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-08-10.tif,230,297,68310
162,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-11.tif,230,297,68310
163,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-08.tif,230,297,68310
164,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-16.tif,230,297,68310
165,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-06.tif,230,297,68310
166,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-08.tif,230,297,68310
167,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-10-13.tif,230,297,68310
168,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-12.tif,230,297,68310
169,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2020/fire_24332628/2020-09-25.tif,230,297,68310
170,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-08.tif,235,302,70970
171,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-29.tif,235,302,70970
172,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-24.tif,235,302,70970
173,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-15.tif,235,302,70970
174,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-20.tif,235,302,70970
175,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-06.tif,235,302,70970
176,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-13.tif,235,302,70970
177,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-16.tif,235,302,70970
178,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-12.tif,235,302,70970
179,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-26.tif,235,302,70970
180,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-27.tif,235,302,70970
181,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-16.tif,235,302,70970
182,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-21.tif,235,302,70970
183,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-22.tif,235,302,70970
184,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-17.tif,235,302,70970
185,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-16.tif,235,302,70970
186,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-07.tif,235,302,70970
187,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-11.tif,235,302,70970
188,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-22.tif,235,302,70970
189,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-11.tif,235,302,70970
190,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-10.tif,235,302,70970
191,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-25.tif,235,302,70970
192,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-28.tif,235,302,70970
193,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-09.tif,235,302,70970
194,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-23.tif,235,302,70970
195,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-04.tif,235,302,70970
196,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-30.tif,235,302,70970
197,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-25.tif,235,302,70970
198,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-08.tif,235,302,70970
199,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-08.tif,235,302,70970
200,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-14.tif,235,302,70970
201,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-14.tif,235,302,70970
202,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-10.tif,235,302,70970
203,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-20.tif,235,302,70970
204,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-12.tif,235,302,70970
205,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-05.tif,235,302,70970
206,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-02.tif,235,302,70970
207,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-13.tif,235,302,70970
208,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-12.tif,235,302,70970
209,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-27.tif,235,302,70970
210,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-24.tif,235,302,70970
211,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-18.tif,235,302,70970
212,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-23.tif,235,302,70970
213,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-02.tif,235,302,70970
214,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-18.tif,235,302,70970
215,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-10.tif,235,302,70970
216,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-19.tif,235,302,70970
217,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-09.tif,235,302,70970
218,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-03.tif,235,302,70970
219,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-15.tif,235,302,70970
220,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-04.tif,235,302,70970
221,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-01.tif,235,302,70970
222,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-07.tif,235,302,70970
223,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-13.tif,235,302,70970
224,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-31.tif,235,302,70970
225,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-28.tif,235,302,70970
226,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-21.tif,235,302,70970
227,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-17.tif,235,302,70970
228,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-19.tif,235,302,70970
229,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-14.tif,235,302,70970
230,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-26.tif,235,302,70970
231,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-03.tif,235,302,70970
232,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-31.tif,235,302,70970
233,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-05.tif,235,302,70970
234,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-09.tif,235,302,70970
235,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-01.tif,235,302,70970
236,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-09-06.tif,235,302,70970
237,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-08-29.tif,235,302,70970
238,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-17.tif,235,302,70970
239,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-11.tif,235,302,70970
240,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-30.tif,235,302,70970
241,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2021/fire_25294714/2021-07-15.tif,235,302,70970
242,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889719/2018-07-16.tif,224,298,66752
243,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889719/2018-08-29.tif,224,298,66752
244,/kaggle/input/wildfirespreadts/WildfireSpreadTS/2018/fire_21889719/2018-08-24.tif,224,298,66752
